date,cases,state
"2020-08-02",6,RP
"2020-08-03",7,RP
"2020-08-04",6,RP
"2020-08-05",8,RP
"2020-08-06",8,RP
"2020-08-07",9,RP
"2020-08-08",6,RP
"2020-08-09",11,RP
"2020-08-10",11,RP
"2020-08-11",10,RP
"2020-08-12",8,RP
"2020-08-13",7,RP
"2020-08-14",10,RP
"2020-08-15",10,RP
"2020-08-16",11,RP
"2020-08-17",11,RP
"2020-08-18",11,RP
"2020-08-19",12,RP
"2020-08-20",17,RP
"2020-08-21",11,RP
"2020-08-22",12,RP
"2020-08-23",11,RP
"2020-08-24",12,RP
"2020-08-25",9,RP
"2020-08-26",9,RP
"2020-08-27",10,RP
"2020-08-28",11,RP
"2020-08-29",12,RP
"2020-08-30",11,RP
"2020-08-31",9,RP
"2020-09-01",8,RP
"2020-09-02",7,RP
"2020-09-03",9,RP
"2020-09-04",6,RP
"2020-09-05",8,RP
"2020-09-06",8,RP
"2020-09-07",8,RP
"2020-09-08",9,RP
"2020-09-09",12,RP
"2020-09-10",10,RP
"2020-09-11",6,RP
"2020-09-12",5,RP
"2020-09-13",7,RP
"2020-09-14",5,RP
"2020-09-15",7,RP
"2020-09-16",11,RP
"2020-09-17",9,RP
"2020-09-18",8,RP
"2020-09-19",11,RP
"2020-09-20",10,RP
"2020-09-21",8,RP
"2020-09-22",8,RP
"2020-09-23",10,RP
"2020-09-24",8,RP
"2020-09-25",11,RP
"2020-09-26",14,RP
"2020-09-27",14,RP
"2020-09-28",13,RP
"2020-09-29",12,RP
"2020-09-30",11,RP
"2020-10-01",12,RP
"2020-10-02",12,RP
"2020-10-03",12,RP
"2020-10-04",13,RP
"2020-10-05",14,RP
"2020-10-06",14,RP
"2020-10-07",13,RP
"2020-10-08",15,RP
"2020-10-09",17,RP
"2020-10-10",20,RP
"2020-10-11",18,RP
"2020-10-12",20,RP
"2020-10-13",19,RP
"2020-10-14",22,RP
"2020-10-15",25,RP
"2020-10-16",26,RP
"2020-10-17",29,RP
"2020-10-18",28,RP
"2020-10-19",33,RP
"2020-10-20",40,RP
"2020-10-21",42,RP
"2020-10-22",45,RP
"2020-10-23",48,RP
"2020-10-24",49,RP
"2020-10-25",52,RP
"2020-10-26",54,RP
"2020-10-27",55,RP
"2020-10-28",63,RP
"2020-10-29",63,RP
"2020-10-30",65,RP
"2020-10-31",69,RP
"2020-11-01",73,RP
"2020-11-02",80,RP
"2020-11-03",83,RP
"2020-11-04",90,RP
"2020-04-15",44,SH
"2020-04-16",43,SH
"2020-04-17",40,SH
"2020-04-18",41,SH
"2020-04-19",40,SH
"2020-04-20",42,SH
"2020-04-21",38,SH
"2020-04-22",33,SH
"2020-04-23",28,SH
"2020-04-24",28,SH
"2020-04-25",25,SH
"2020-04-26",25,SH
"2020-04-27",25,SH
"2020-04-28",25,SH
"2020-04-29",24,SH
"2020-04-30",22,SH
"2020-05-01",21,SH
"2020-05-02",22,SH
"2020-05-03",22,SH
"2020-05-04",17,SH
"2020-05-05",18,SH
"2020-05-06",17,SH
"2020-05-07",14,SH
"2020-05-08",13,SH
"2020-05-09",12,SH
"2020-05-10",13,SH
"2020-05-11",11,SH
"2020-05-12",10,SH
"2020-05-13",8,SH
"2020-05-14",9,SH
"2020-05-15",9,SH
"2020-05-16",11,SH
"2020-05-17",9,SH
"2020-05-18",9,SH
"2020-05-19",9,SH
"2020-05-20",9,SH
"2020-05-21",9,SH
"2020-05-22",10,SH
"2020-05-23",11,SH
"2020-05-24",11,SH
"2020-05-25",13,SH
"2020-05-26",9,SH
"2020-05-27",9,SH
"2020-05-28",7,SH
"2020-05-29",9,SH
"2020-05-30",7,SH
"2020-05-31",6,SH
"2020-06-01",6,SH
"2020-06-02",5,SH
"2020-06-03",5,SH
"2020-06-04",6,SH
"2020-06-05",5,SH
"2020-06-06",4,SH
"2020-06-07",5,SH
"2020-06-08",3,SH
"2020-06-09",2,SH
"2020-06-10",2,SH
"2020-06-11",1,SH
"2020-06-12",2,SH
"2020-06-13",2,SH
"2020-06-14",2,SH
"2020-06-15",2,SH
"2020-06-16",1,SH
"2020-06-17",1,SH
"2020-06-18",1,SH
"2020-06-19",1,SH
"2020-06-20",1,SH
"2020-06-21",1,SH
"2020-06-22",0,SH
"2020-06-23",0,SH
"2020-06-24",0,SH
"2020-06-25",0,SH
"2020-06-26",0,SH
"2020-06-27",0,SH
"2020-06-28",0,SH
"2020-06-29",0,SH
"2020-06-30",1,SH
"2020-07-01",1,SH
"2020-07-02",1,SH
"2020-07-03",0,SH
"2020-07-04",0,SH
"2020-07-05",0,SH
"2020-07-06",0,SH
"2020-07-07",0,SH
"2020-07-08",0,SH
"2020-07-09",0,SH
"2020-07-10",0,SH
"2020-07-11",0,SH
"2020-07-12",0,SH
"2020-07-13",0,SH
"2020-07-14",2,SH
"2020-07-15",0,SH
"2020-07-16",0,SH
"2020-07-17",1,SH
"2020-07-18",1,SH
"2020-07-19",1,SH
"2020-07-20",2,SH
"2020-07-21",2,SH
"2020-07-22",2,SH
"2020-07-23",2,SH
"2020-07-24",4,SH
"2020-07-25",4,SH
"2020-07-26",5,SH
"2020-07-27",5,SH
"2020-07-28",7,SH
"2020-07-29",9,SH
"2020-07-30",7,SH
"2020-07-31",6,SH
"2020-08-01",5,SH
"2020-08-02",5,SH
"2020-08-03",6,SH
"2020-08-04",6,SH
"2020-08-05",6,SH
"2020-08-06",4,SH
"2020-08-07",4,SH
"2020-08-08",7,SH
"2020-08-09",8,SH
"2020-08-10",6,SH
"2020-08-11",6,SH
"2020-08-12",5,SH
"2020-08-13",5,SH
"2020-08-14",4,SH
"2020-08-15",4,SH
"2020-08-16",4,SH
"2020-08-17",4,SH
"2020-08-18",3,SH
"2020-08-19",5,SH
"2020-08-20",3,SH
"2020-08-21",3,SH
"2020-08-22",2,SH
"2020-08-23",2,SH
"2020-08-24",2,SH
"2020-08-25",2,SH
"2020-08-26",2,SH
"2020-08-27",3,SH
"2020-08-28",2,SH
"2020-08-29",2,SH
"2020-08-30",3,SH
"2020-08-31",2,SH
"2020-09-01",2,SH
"2020-09-02",3,SH
"2020-09-03",2,SH
"2020-09-04",2,SH
"2020-09-05",3,SH
"2020-09-06",2,SH
"2020-09-07",3,SH
"2020-09-08",2,SH
"2020-09-09",2,SH
"2020-09-10",2,SH
"2020-09-11",1,SH
"2020-09-12",1,SH
"2020-09-13",1,SH
"2020-09-14",1,SH
"2020-09-15",1,SH
"2020-09-16",1,SH
"2020-09-17",0,SH
"2020-09-18",0,SH
"2020-09-19",1,SH
"2020-09-20",2,SH
"2020-09-21",1,SH
"2020-09-22",1,SH
"2020-09-23",1,SH
"2020-09-24",2,SH
"2020-09-25",4,SH
"2020-09-26",5,SH
"2020-09-27",5,SH
"2020-09-28",5,SH
"2020-09-29",3,SH
"2020-09-30",2,SH
"2020-10-01",2,SH
"2020-10-02",2,SH
"2020-10-03",2,SH
"2020-10-04",2,SH
"2020-10-05",3,SH
"2020-10-06",6,SH
"2020-10-07",3,SH
"2020-10-08",4,SH
"2020-10-09",3,SH
"2020-10-10",5,SH
"2020-10-11",5,SH
"2020-10-12",6,SH
"2020-10-13",5,SH
"2020-10-14",5,SH
"2020-10-15",5,SH
"2020-10-16",6,SH
"2020-10-17",8,SH
"2020-10-18",6,SH
"2020-10-19",7,SH
"2020-10-20",5,SH
"2020-10-21",6,SH
"2020-10-22",9,SH
"2020-10-23",10,SH
"2020-10-24",10,SH
"2020-10-25",11,SH
"2020-10-26",11,SH
"2020-10-27",13,SH
"2020-10-28",17,SH
"2020-10-29",20,SH
"2020-10-30",18,SH
"2020-10-31",21,SH
"2020-11-01",21,SH
"2020-11-02",21,SH
"2020-11-03",23,SH
"2020-11-04",26,SH
"2020-04-15",39,SL
"2020-04-16",45,SL
"2020-04-17",55,SL
"2020-04-18",52,SL
"2020-04-19",50,SL
"2020-04-20",46,SL
"2020-04-21",43,SL
"2020-04-22",40,SL
"2020-04-23",36,SL
"2020-04-24",38,SL
"2020-04-25",36,SL
"2020-04-26",34,SL
"2020-04-27",31,SL
"2020-04-28",32,SL
"2020-04-29",28,SL
"2020-04-30",26,SL
"2020-05-01",20,SL
"2020-05-02",18,SL
"2020-05-03",19,SL
"2020-05-04",18,SL
"2020-05-05",20,SL
"2020-05-06",17,SL
"2020-05-07",12,SL
"2020-05-08",11,SL
"2020-05-09",23,SL
"2020-05-10",24,SL
"2020-05-11",27,SL
"2020-05-12",25,SL
"2020-05-13",33,SL
"2020-05-14",32,SL
"2020-05-15",20,SL
"2020-05-16",17,SL
"2020-05-17",13,SL
"2020-05-18",18,SL
"2020-05-19",17,SL
"2020-05-20",14,SL
"2020-05-21",15,SL
"2020-05-22",12,SL
"2020-05-23",12,SL
"2020-05-24",13,SL
"2020-05-25",13,SL
"2020-05-26",9,SL
"2020-05-27",7,SL
"2020-05-28",7,SL
"2020-05-29",7,SL
"2020-05-30",6,SL
"2020-05-31",6,SL
"2020-06-01",9,SL
"2020-06-02",10,SL
"2020-06-03",7,SL
"2020-06-04",8,SL
"2020-06-05",7,SL
"2020-06-06",8,SL
"2020-06-07",6,SL
"2020-06-08",7,SL
"2020-06-09",8,SL
"2020-06-10",7,SL
"2020-06-11",7,SL
"2020-06-12",8,SL
"2020-06-13",5,SL
"2020-06-14",6,SL
"2020-06-15",6,SL
"2020-06-16",6,SL
"2020-06-17",7,SL
"2020-06-18",5,SL
"2020-06-19",6,SL
"2020-06-20",5,SL
"2020-06-21",5,SL
"2020-06-22",6,SL
"2020-06-23",6,SL
"2020-06-24",6,SL
"2020-06-25",7,SL
"2020-06-26",4,SL
"2020-06-27",4,SL
"2020-06-28",3,SL
"2020-06-29",3,SL
"2020-06-30",4,SL
"2020-07-01",4,SL
"2020-07-02",3,SL
"2020-07-03",4,SL
"2020-07-04",4,SL
"2020-07-05",4,SL
"2020-07-06",4,SL
"2020-07-07",4,SL
"2020-07-08",5,SL
"2020-07-09",3,SL
"2020-07-10",3,SL
"2020-07-11",3,SL
"2020-07-12",3,SL
"2020-07-13",3,SL
"2020-07-14",3,SL
"2020-07-15",1,SL
"2020-07-16",2,SL
"2020-07-17",3,SL
"2020-07-18",0,SL
"2020-07-19",0,SL
"2020-07-20",0,SL
"2020-07-21",0,SL
"2020-07-22",0,SL
"2020-07-23",0,SL
"2020-07-24",1,SL
"2020-07-25",0,SL
"2020-07-26",0,SL
"2020-07-27",0,SL
"2020-07-28",0,SL
"2020-07-29",0,SL
"2020-07-30",0,SL
"2020-07-31",0,SL
"2020-08-01",0,SL
"2020-08-02",0,SL
"2020-08-03",2,SL
"2020-08-04",1,SL
"2020-08-05",3,SL
"2020-08-06",3,SL
"2020-08-07",2,SL
"2020-08-08",2,SL
"2020-08-09",3,SL
"2020-08-10",3,SL
"2020-08-11",3,SL
"2020-08-12",3,SL
"2020-08-13",3,SL
"2020-08-14",4,SL
"2020-08-15",3,SL
"2020-08-16",3,SL
"2020-08-17",3,SL
"2020-08-18",3,SL
"2020-08-19",4,SL
"2020-08-20",4,SL
"2020-08-21",4,SL
"2020-08-22",3,SL
"2020-08-23",3,SL
"2020-08-24",3,SL
"2020-08-25",3,SL
"2020-08-26",4,SL
"2020-08-27",5,SL
"2020-08-28",5,SL
"2020-08-29",5,SL
"2020-08-30",5,SL
"2020-08-31",5,SL
"2020-09-01",5,SL
"2020-09-02",5,SL
"2020-09-03",6,SL
"2020-09-04",6,SL
"2020-09-05",4,SL
"2020-09-06",3,SL
"2020-09-07",3,SL
"2020-09-08",3,SL
"2020-09-09",3,SL
"2020-09-10",3,SL
"2020-09-11",3,SL
"2020-09-12",3,SL
"2020-09-13",4,SL
"2020-09-14",4,SL
"2020-09-15",4,SL
"2020-09-16",3,SL
"2020-09-17",2,SL
"2020-09-18",2,SL
"2020-09-19",2,SL
"2020-09-20",2,SL
"2020-09-21",2,SL
"2020-09-22",2,SL
"2020-09-23",3,SL
"2020-09-24",3,SL
"2020-09-25",2,SL
"2020-09-26",1,SL
"2020-09-27",1,SL
"2020-09-28",1,SL
"2020-09-29",2,SL
"2020-09-30",3,SL
"2020-10-01",3,SL
"2020-10-02",3,SL
"2020-10-03",3,SL
"2020-10-04",4,SL
"2020-10-05",4,SL
"2020-10-06",5,SL
"2020-10-07",6,SL
"2020-10-08",7,SL
"2020-10-09",8,SL
"2020-10-10",9,SL
"2020-10-11",8,SL
"2020-10-12",11,SL
"2020-10-13",9,SL
"2020-10-14",9,SL
"2020-10-15",14,SL
"2020-10-16",17,SL
"2020-10-17",18,SL
"2020-10-18",20,SL
"2020-10-19",18,SL
"2020-10-20",22,SL
"2020-10-21",21,SL
"2020-10-22",29,SL
"2020-10-23",29,SL
"2020-10-24",28,SL
"2020-10-25",26,SL
"2020-10-26",24,SL
"2020-10-27",33,SL
"2020-10-28",34,SL
"2020-10-29",37,SL
"2020-10-30",39,SL
"2020-10-31",35,SL
"2020-11-01",31,SL
"2020-11-02",48,SL
"2020-11-03",51,SL
"2020-11-04",52,SL
"2020-04-15",50,SN
"2020-04-16",58,SN
"2020-04-17",78,SN
"2020-04-18",73,SN
"2020-04-19",69,SN
"2020-04-20",74,SN
"2020-04-21",71,SN
"2020-04-22",67,SN
"2020-04-23",60,SN
"2020-04-24",59,SN
"2020-04-25",55,SN
"2020-04-26",56,SN
"2020-04-27",49,SN
"2020-04-28",51,SN
"2020-04-29",52,SN
"2020-04-30",52,SN
"2020-05-01",49,SN
"2020-05-02",46,SN
"2020-05-03",42,SN
"2020-05-04",43,SN
"2020-05-05",40,SN
"2020-05-06",35,SN
"2020-05-07",37,SN
"2020-05-08",37,SN
"2020-05-09",36,SN
"2020-05-10",35,SN
"2020-05-11",34,SN
"2020-05-12",33,SN
"2020-05-13",31,SN
"2020-05-14",30,SN
"2020-05-15",27,SN
"2020-05-16",28,SN
"2020-05-17",24,SN
"2020-05-18",23,SN
"2020-05-19",21,SN
"2020-05-20",21,SN
"2020-05-21",22,SN
"2020-05-22",20,SN
"2020-05-23",14,SN
"2020-05-24",15,SN
"2020-05-25",20,SN
"2020-05-26",17,SN
"2020-05-27",11,SN
"2020-05-28",10,SN
"2020-05-29",9,SN
"2020-05-30",8,SN
"2020-05-31",7,SN
"2020-06-01",5,SN
"2020-06-02",6,SN
"2020-06-03",7,SN
"2020-06-04",5,SN
"2020-06-05",5,SN
"2020-06-06",3,SN
"2020-06-07",3,SN
"2020-06-08",4,SN
"2020-06-09",4,SN
"2020-06-10",4,SN
"2020-06-11",3,SN
"2020-06-12",3,SN
"2020-06-13",3,SN
"2020-06-14",3,SN
"2020-06-15",3,SN
"2020-06-16",3,SN
"2020-06-17",4,SN
"2020-06-18",4,SN
"2020-06-19",3,SN
"2020-06-20",5,SN
"2020-06-21",3,SN
"2020-06-22",3,SN
"2020-06-23",3,SN
"2020-06-24",3,SN
"2020-06-25",4,SN
"2020-06-26",4,SN
"2020-06-27",4,SN
"2020-06-28",3,SN
"2020-06-29",4,SN
"2020-06-30",3,SN
"2020-07-01",4,SN
"2020-07-02",4,SN
"2020-07-03",4,SN
"2020-07-04",4,SN
"2020-07-05",4,SN
"2020-07-06",3,SN
"2020-07-07",3,SN
"2020-07-08",2,SN
"2020-07-09",2,SN
"2020-07-10",2,SN
"2020-07-11",2,SN
"2020-07-12",2,SN
"2020-07-13",2,SN
"2020-07-14",2,SN
"2020-07-15",2,SN
"2020-07-16",2,SN
"2020-07-17",2,SN
"2020-07-18",2,SN
"2020-07-19",2,SN
"2020-07-20",2,SN
"2020-07-21",2,SN
"2020-07-22",2,SN
"2020-07-23",1,SN
"2020-07-24",2,SN
"2020-07-25",2,SN
"2020-07-26",3,SN
"2020-07-27",4,SN
"2020-07-28",2,SN
"2020-07-29",2,SN
"2020-07-30",3,SN
"2020-07-31",4,SN
"2020-08-01",2,SN
"2020-08-02",3,SN
"2020-08-03",3,SN
"2020-08-04",2,SN
"2020-08-05",5,SN
"2020-08-06",5,SN
"2020-08-07",6,SN
"2020-08-08",6,SN
"2020-08-09",6,SN
"2020-08-10",6,SN
"2020-08-11",6,SN
"2020-08-12",4,SN
"2020-08-13",5,SN
"2020-08-14",6,SN
"2020-08-15",4,SN
"2020-08-16",5,SN
"2020-08-17",4,SN
"2020-08-18",5,SN
"2020-08-19",5,SN
"2020-08-20",7,SN
"2020-08-21",6,SN
"2020-08-22",5,SN
"2020-08-23",5,SN
"2020-08-24",5,SN
"2020-08-25",5,SN
"2020-08-26",5,SN
"2020-08-27",7,SN
"2020-08-28",6,SN
"2020-08-29",6,SN
"2020-08-30",6,SN
"2020-08-31",5,SN
"2020-09-01",5,SN
"2020-09-02",6,SN
"2020-09-03",6,SN
"2020-09-04",6,SN
"2020-09-05",6,SN
"2020-09-06",6,SN
"2020-09-07",6,SN
"2020-09-08",7,SN
"2020-09-09",8,SN
"2020-09-10",6,SN
"2020-09-11",7,SN
"2020-09-12",6,SN
"2020-09-13",6,SN
"2020-09-14",8,SN
"2020-09-15",8,SN
"2020-09-16",10,SN
"2020-09-17",7,SN
"2020-09-18",8,SN
"2020-09-19",7,SN
"2020-09-20",7,SN
"2020-09-21",6,SN
"2020-09-22",7,SN
"2020-09-23",8,SN
"2020-09-24",9,SN
"2020-09-25",8,SN
"2020-09-26",9,SN
"2020-09-27",8,SN
"2020-09-28",8,SN
"2020-09-29",10,SN
"2020-09-30",9,SN
"2020-10-01",12,SN
"2020-10-02",12,SN
"2020-10-03",12,SN
"2020-10-04",14,SN
"2020-10-05",15,SN
"2020-10-06",19,SN
"2020-10-07",21,SN
"2020-10-08",22,SN
"2020-10-09",21,SN
"2020-10-10",27,SN
"2020-10-11",30,SN
"2020-10-12",28,SN
"2020-10-13",35,SN
"2020-10-14",38,SN
"2020-10-15",42,SN
"2020-10-16",42,SN
"2020-10-17",48,SN
"2020-10-18",50,SN
"2020-10-19",53,SN
"2020-10-20",53,SN
"2020-10-21",86,SN
"2020-10-22",88,SN
"2020-10-23",102,SN
"2020-10-24",107,SN
"2020-10-25",122,SN
"2020-10-26",143,SN
"2020-10-27",152,SN
"2020-10-28",146,SN
"2020-10-29",158,SN
"2020-10-30",165,SN
"2020-10-31",174,SN
"2020-11-01",185,SN
"2020-11-02",201,SN
"2020-11-03",214,SN
"2020-11-04",231,SN
"2020-04-15",39,ST
"2020-04-16",35,ST
"2020-04-17",31,ST
"2020-04-18",36,ST
"2020-04-19",33,ST
"2020-04-20",28,ST
"2020-04-21",29,ST
"2020-04-22",33,ST
"2020-04-23",38,ST
"2020-04-24",40,ST
"2020-04-25",26,ST
"2020-04-26",24,ST
"2020-04-27",25,ST
"2020-04-28",24,ST
"2020-04-29",22,ST
"2020-04-30",17,ST
"2020-05-01",16,ST
"2020-05-02",17,ST
"2020-05-03",18,ST
"2020-05-04",18,ST
"2020-05-05",20,ST
"2020-05-06",20,ST
"2020-05-07",20,ST
"2020-05-08",18,ST
"2020-05-09",19,ST
"2020-05-10",19,ST
"2020-05-11",19,ST
"2020-05-12",13,ST
"2020-05-13",15,ST
"2020-05-14",16,ST
"2020-05-15",14,ST
"2020-05-16",14,ST
"2020-05-17",13,ST
"2020-05-18",13,ST
"2020-05-19",12,ST
"2020-05-20",9,ST
"2020-05-21",11,ST
"2020-05-22",11,ST
"2020-05-23",8,ST
"2020-05-24",7,ST
"2020-05-25",6,ST
"2020-05-26",5,ST
"2020-05-27",4,ST
"2020-05-28",4,ST
"2020-05-29",7,ST
"2020-05-30",7,ST
"2020-05-31",7,ST
"2020-06-01",9,ST
"2020-06-02",10,ST
"2020-06-03",8,ST
"2020-06-04",8,ST
"2020-06-05",9,ST
"2020-06-06",8,ST
"2020-06-07",9,ST
"2020-06-08",9,ST
"2020-06-09",9,ST
"2020-06-10",6,ST
"2020-06-11",7,ST
"2020-06-12",6,ST
"2020-06-13",7,ST
"2020-06-14",6,ST
"2020-06-15",6,ST
"2020-06-16",5,ST
"2020-06-17",5,ST
"2020-06-18",5,ST
"2020-06-19",5,ST
"2020-06-20",4,ST
"2020-06-21",3,ST
"2020-06-22",4,ST
"2020-06-23",3,ST
"2020-06-24",3,ST
"2020-06-25",3,ST
"2020-06-26",3,ST
"2020-06-27",3,ST
"2020-06-28",3,ST
"2020-06-29",5,ST
"2020-06-30",3,ST
"2020-07-01",3,ST
"2020-07-02",3,ST
"2020-07-03",3,ST
"2020-07-04",2,ST
"2020-07-05",3,ST
"2020-07-06",3,ST
"2020-07-07",3,ST
"2020-07-08",3,ST
"2020-07-09",3,ST
"2020-07-10",3,ST
"2020-07-11",2,ST
"2020-07-12",2,ST
"2020-07-13",2,ST
"2020-07-14",2,ST
"2020-07-15",1,ST
"2020-07-16",1,ST
"2020-07-17",1,ST
"2020-07-18",1,ST
"2020-07-19",1,ST
"2020-07-20",1,ST
"2020-07-21",1,ST
"2020-07-22",1,ST
"2020-07-23",1,ST
"2020-07-24",2,ST
"2020-07-25",3,ST
"2020-07-26",3,ST
"2020-07-27",3,ST
"2020-07-28",3,ST
"2020-07-29",3,ST
"2020-07-30",3,ST
"2020-07-31",2,ST
"2020-08-01",3,ST
"2020-08-02",3,ST
"2020-08-03",3,ST
"2020-08-04",2,ST
"2020-08-05",2,ST
"2020-08-06",3,ST
"2020-08-07",4,ST
"2020-08-08",3,ST
"2020-08-09",3,ST
"2020-08-10",3,ST
"2020-08-11",3,ST
"2020-08-12",5,ST
"2020-08-13",4,ST
"2020-08-14",4,ST
"2020-08-15",3,ST
"2020-08-16",2,ST
"2020-08-17",3,ST
"2020-08-18",3,ST
"2020-08-19",3,ST
"2020-08-20",3,ST
"2020-08-21",3,ST
"2020-08-22",1,ST
"2020-08-23",1,ST
"2020-08-24",2,ST
"2020-08-25",2,ST
"2020-08-26",2,ST
"2020-08-27",2,ST
"2020-08-28",1,ST
"2020-08-29",1,ST
"2020-08-30",1,ST
"2020-08-31",1,ST
"2020-09-01",1,ST
"2020-09-02",0,ST
"2020-09-03",0,ST
"2020-09-04",0,ST
"2020-09-05",0,ST
"2020-09-06",0,ST
"2020-09-07",0,ST
"2020-09-08",0,ST
"2020-09-09",0,ST
"2020-09-10",0,ST
"2020-09-11",0,ST
"2020-09-12",0,ST
"2020-09-13",1,ST
"2020-09-14",1,ST
"2020-09-15",2,ST
"2020-09-16",1,ST
"2020-09-17",3,ST
"2020-09-18",3,ST
"2020-09-19",3,ST
"2020-09-20",3,ST
"2020-09-21",2,ST
"2020-09-22",2,ST
"2020-09-23",2,ST
"2020-09-24",2,ST
"2020-09-25",2,ST
"2020-09-26",1,ST
"2020-09-27",2,ST
"2020-09-28",3,ST
"2020-09-29",4,ST
"2020-09-30",5,ST
"2020-10-01",5,ST
"2020-10-02",6,ST
"2020-10-03",5,ST
"2020-10-04",5,ST
"2020-10-05",6,ST
"2020-10-06",8,ST
"2020-10-07",9,ST
"2020-10-08",9,ST
"2020-10-09",10,ST
"2020-10-10",9,ST
"2020-10-11",9,ST
"2020-10-12",10,ST
"2020-10-13",9,ST
"2020-10-14",10,ST
"2020-10-15",11,ST
"2020-10-16",8,ST
"2020-10-17",8,ST
"2020-10-18",9,ST
"2020-10-19",17,ST
"2020-10-20",17,ST
"2020-10-21",10,ST
"2020-10-22",12,ST
"2020-10-23",18,ST
"2020-10-24",16,ST
"2020-10-25",16,ST
"2020-10-26",21,ST
"2020-10-27",20,ST
"2020-10-28",21,ST
"2020-10-29",25,ST
"2020-10-30",25,ST
"2020-10-31",13,ST
"2020-11-01",20,ST
"2020-11-02",23,ST
"2020-11-03",24,ST
"2020-11-04",27,ST
"2020-04-15",46,TH
"2020-04-16",48,TH
"2020-04-17",52,TH
"2020-04-18",51,TH
"2020-04-19",51,TH
"2020-04-20",49,TH
"2020-04-21",51,TH
"2020-04-22",51,TH
"2020-04-23",56,TH
"2020-04-24",58,TH
"2020-04-25",55,TH
"2020-04-26",55,TH
"2020-04-27",59,TH
"2020-04-28",65,TH
"2020-04-29",55,TH
"2020-04-30",54,TH
"2020-05-01",53,TH
"2020-05-02",53,TH
"2020-05-03",52,TH
"2020-05-04",48,TH
"2020-05-05",49,TH
"2020-05-06",43,TH
"2020-05-07",42,TH
"2020-05-08",41,TH
"2020-05-09",40,TH
"2020-05-10",39,TH
"2020-05-11",41,TH
"2020-05-12",38,TH
"2020-05-13",34,TH
"2020-05-14",34,TH
"2020-05-15",34,TH
"2020-05-16",36,TH
"2020-05-17",33,TH
"2020-05-18",34,TH
"2020-05-19",35,TH
"2020-05-20",34,TH
"2020-05-21",33,TH
"2020-05-22",33,TH
"2020-05-23",32,TH
"2020-05-24",29,TH
"2020-05-25",29,TH
"2020-05-26",25,TH
"2020-05-27",22,TH
"2020-05-28",20,TH
"2020-05-29",20,TH
"2020-05-30",17,TH
"2020-05-31",20,TH
"2020-06-01",20,TH
"2020-06-02",19,TH
"2020-06-03",20,TH
"2020-06-04",15,TH
"2020-06-05",15,TH
"2020-06-06",15,TH
"2020-06-07",13,TH
"2020-06-08",11,TH
"2020-06-09",14,TH
"2020-06-10",12,TH
"2020-06-11",11,TH
"2020-06-12",13,TH
"2020-06-13",11,TH
"2020-06-14",10,TH
"2020-06-15",9,TH
"2020-06-16",6,TH
"2020-06-17",5,TH
"2020-06-18",5,TH
"2020-06-19",4,TH
"2020-06-20",5,TH
"2020-06-21",4,TH
"2020-06-22",5,TH
"2020-06-23",6,TH
"2020-06-24",5,TH
"2020-06-25",5,TH
"2020-06-26",5,TH
"2020-06-27",6,TH
"2020-06-28",5,TH
"2020-06-29",5,TH
"2020-06-30",4,TH
"2020-07-01",4,TH
"2020-07-02",4,TH
"2020-07-03",3,TH
"2020-07-04",2,TH
"2020-07-05",3,TH
"2020-07-06",4,TH
"2020-07-07",5,TH
"2020-07-08",5,TH
"2020-07-09",5,TH
"2020-07-10",5,TH
"2020-07-11",4,TH
"2020-07-12",4,TH
"2020-07-13",4,TH
"2020-07-14",4,TH
"2020-07-15",4,TH
"2020-07-16",4,TH
"2020-07-17",4,TH
"2020-07-18",4,TH
"2020-07-19",2,TH
"2020-07-20",2,TH
"2020-07-21",2,TH
"2020-07-22",2,TH
"2020-07-23",2,TH
"2020-07-24",2,TH
"2020-07-25",4,TH
"2020-07-26",5,TH
"2020-07-27",5,TH
"2020-07-28",4,TH
"2020-07-29",3,TH
"2020-07-30",4,TH
"2020-07-31",4,TH
"2020-08-01",3,TH
"2020-08-02",2,TH
"2020-08-03",4,TH
"2020-08-04",6,TH
"2020-08-05",6,TH
"2020-08-06",6,TH
"2020-08-07",5,TH
"2020-08-08",5,TH
"2020-08-09",3,TH
"2020-08-10",3,TH
"2020-08-11",3,TH
"2020-08-12",3,TH
"2020-08-13",3,TH
"2020-08-14",3,TH
"2020-08-15",3,TH
"2020-08-16",3,TH
"2020-08-17",3,TH
"2020-08-18",3,TH
"2020-08-19",3,TH
"2020-08-20",4,TH
"2020-08-21",4,TH
"2020-08-22",3,TH
"2020-08-23",3,TH
"2020-08-24",3,TH
"2020-08-25",1,TH
"2020-08-26",2,TH
"2020-08-27",3,TH
"2020-08-28",3,TH
"2020-08-29",4,TH
"2020-08-30",4,TH
"2020-08-31",4,TH
"2020-09-01",3,TH
"2020-09-02",3,TH
"2020-09-03",3,TH
"2020-09-04",3,TH
"2020-09-05",3,TH
"2020-09-06",3,TH
"2020-09-07",3,TH
"2020-09-08",4,TH
"2020-09-09",3,TH
"2020-09-10",3,TH
"2020-09-11",2,TH
"2020-09-12",3,TH
"2020-09-13",3,TH
"2020-09-14",5,TH
"2020-09-15",4,TH
"2020-09-16",4,TH
"2020-09-17",4,TH
"2020-09-18",5,TH
"2020-09-19",2,TH
"2020-09-20",2,TH
"2020-09-21",3,TH
"2020-09-22",4,TH
"2020-09-23",5,TH
"2020-09-24",5,TH
"2020-09-25",4,TH
"2020-09-26",5,TH
