date,cases,state
"2020-06-07",47,HE
"2020-06-08",46,HE
"2020-06-09",40,HE
"2020-06-10",39,HE
"2020-06-11",37,HE
"2020-06-12",35,HE
"2020-06-13",34,HE
"2020-06-14",31,HE
"2020-06-15",32,HE
"2020-06-16",31,HE
"2020-06-17",31,HE
"2020-06-18",32,HE
"2020-06-19",28,HE
"2020-06-20",27,HE
"2020-06-21",26,HE
"2020-06-22",27,HE
"2020-06-23",26,HE
"2020-06-24",28,HE
"2020-06-25",28,HE
"2020-06-26",28,HE
"2020-06-27",29,HE
"2020-06-28",25,HE
"2020-06-29",25,HE
"2020-06-30",21,HE
"2020-07-01",25,HE
"2020-07-02",24,HE
"2020-07-03",19,HE
"2020-07-04",21,HE
"2020-07-05",23,HE
"2020-07-06",23,HE
"2020-07-07",22,HE
"2020-07-08",22,HE
"2020-07-09",19,HE
"2020-07-10",21,HE
"2020-07-11",17,HE
"2020-07-12",17,HE
"2020-07-13",20,HE
"2020-07-14",22,HE
"2020-07-15",18,HE
"2020-07-16",24,HE
"2020-07-17",21,HE
"2020-07-18",20,HE
"2020-07-19",18,HE
"2020-07-20",18,HE
"2020-07-21",16,HE
"2020-07-22",18,HE
"2020-07-23",17,HE
"2020-07-24",14,HE
"2020-07-25",18,HE
"2020-07-26",18,HE
"2020-07-27",22,HE
"2020-07-28",21,HE
"2020-07-29",19,HE
"2020-07-30",22,HE
"2020-07-31",25,HE
"2020-08-01",18,HE
"2020-08-02",17,HE
"2020-08-03",18,HE
"2020-08-04",21,HE
"2020-08-05",19,HE
"2020-08-06",17,HE
"2020-08-07",19,HE
"2020-08-08",19,HE
"2020-08-09",21,HE
"2020-08-10",21,HE
"2020-08-11",21,HE
"2020-08-12",19,HE
"2020-08-13",18,HE
"2020-08-14",17,HE
"2020-08-15",21,HE
"2020-08-16",18,HE
"2020-08-17",18,HE
"2020-08-18",12,HE
"2020-08-19",13,HE
"2020-08-20",14,HE
"2020-08-21",14,HE
"2020-08-22",15,HE
"2020-08-23",15,HE
"2020-08-24",15,HE
"2020-08-25",12,HE
"2020-08-26",11,HE
"2020-08-27",13,HE
"2020-08-28",15,HE
"2020-08-29",15,HE
"2020-08-30",15,HE
"2020-08-31",15,HE
"2020-09-01",15,HE
"2020-09-02",16,HE
"2020-09-03",15,HE
"2020-09-04",18,HE
"2020-09-05",20,HE
"2020-09-06",19,HE
"2020-09-07",18,HE
"2020-09-08",19,HE
"2020-09-09",17,HE
"2020-09-10",19,HE
"2020-09-11",18,HE
"2020-09-12",23,HE
"2020-09-13",24,HE
"2020-09-14",28,HE
"2020-09-15",25,HE
"2020-09-16",20,HE
"2020-09-17",20,HE
"2020-09-18",23,HE
"2020-09-19",22,HE
"2020-09-20",24,HE
"2020-09-21",27,HE
"2020-09-22",27,HE
"2020-09-23",27,HE
"2020-09-24",26,HE
"2020-09-25",25,HE
"2020-09-26",26,HE
"2020-09-27",27,HE
"2020-09-28",30,HE
"2020-09-29",30,HE
"2020-09-30",29,HE
"2020-10-01",30,HE
"2020-10-02",30,HE
"2020-10-03",32,HE
"2020-10-04",34,HE
"2020-10-05",39,HE
"2020-10-06",43,HE
"2020-10-07",46,HE
"2020-10-08",43,HE
"2020-10-09",46,HE
"2020-10-10",45,HE
"2020-10-11",47,HE
"2020-10-12",46,HE
"2020-10-13",52,HE
"2020-10-14",46,HE
"2020-10-15",46,HE
"2020-10-16",48,HE
"2020-10-17",61,HE
"2020-10-18",71,HE
"2020-10-19",81,HE
"2020-10-20",84,HE
"2020-10-21",89,HE
"2020-10-22",84,HE
"2020-10-23",98,HE
"2020-10-24",116,HE
"2020-10-25",129,HE
"2020-10-26",138,HE
"2020-10-27",139,HE
"2020-10-28",157,HE
"2020-10-29",167,HE
"2020-10-30",179,HE
"2020-10-31",186,HE
"2020-11-01",188,HE
"2020-11-02",198,HE
"2020-11-03",223,HE
"2020-11-04",223,HE
"2020-04-15",97,HH
"2020-04-16",102,HH
"2020-04-17",101,HH
"2020-04-18",92,HH
"2020-04-19",91,HH
"2020-04-20",87,HH
"2020-04-21",88,HH
"2020-04-22",84,HH
"2020-04-23",84,HH
"2020-04-24",76,HH
"2020-04-25",79,HH
"2020-04-26",81,HH
"2020-04-27",83,HH
"2020-04-28",83,HH
"2020-04-29",83,HH
"2020-04-30",82,HH
"2020-05-01",76,HH
"2020-05-02",76,HH
"2020-05-03",72,HH
"2020-05-04",71,HH
"2020-05-05",71,HH
"2020-05-06",68,HH
"2020-05-07",65,HH
"2020-05-08",64,HH
"2020-05-09",63,HH
"2020-05-10",65,HH
"2020-05-11",60,HH
"2020-05-12",56,HH
"2020-05-13",52,HH
"2020-05-14",46,HH
"2020-05-15",44,HH
"2020-05-16",44,HH
"2020-05-17",43,HH
"2020-05-18",45,HH
"2020-05-19",44,HH
"2020-05-20",37,HH
"2020-05-21",36,HH
"2020-05-22",35,HH
"2020-05-23",29,HH
"2020-05-24",28,HH
"2020-05-25",27,HH
"2020-05-26",24,HH
"2020-05-27",23,HH
"2020-05-28",23,HH
"2020-05-29",24,HH
"2020-05-30",23,HH
"2020-05-31",24,HH
"2020-06-01",24,HH
"2020-06-02",23,HH
"2020-06-03",22,HH
"2020-06-04",21,HH
"2020-06-05",21,HH
"2020-06-06",21,HH
"2020-06-07",21,HH
"2020-06-08",21,HH
"2020-06-09",21,HH
"2020-06-10",20,HH
"2020-06-11",19,HH
"2020-06-12",17,HH
"2020-06-13",16,HH
"2020-06-14",14,HH
"2020-06-15",15,HH
"2020-06-16",15,HH
"2020-06-17",15,HH
"2020-06-18",15,HH
"2020-06-19",15,HH
"2020-06-20",13,HH
"2020-06-21",13,HH
"2020-06-22",13,HH
"2020-06-23",14,HH
"2020-06-24",13,HH
"2020-06-25",14,HH
"2020-06-26",11,HH
"2020-06-27",10,HH
"2020-06-28",10,HH
"2020-06-29",10,HH
"2020-06-30",10,HH
"2020-07-01",10,HH
"2020-07-02",11,HH
"2020-07-03",11,HH
"2020-07-04",10,HH
"2020-07-05",11,HH
"2020-07-06",10,HH
"2020-07-07",9,HH
"2020-07-08",6,HH
"2020-07-09",9,HH
"2020-07-10",9,HH
"2020-07-11",10,HH
"2020-07-12",10,HH
"2020-07-13",12,HH
"2020-07-14",13,HH
"2020-07-15",11,HH
"2020-07-16",11,HH
"2020-07-17",12,HH
"2020-07-18",12,HH
"2020-07-19",13,HH
"2020-07-20",13,HH
"2020-07-21",13,HH
"2020-07-22",13,HH
"2020-07-23",11,HH
"2020-07-24",11,HH
"2020-07-25",9,HH
"2020-07-26",10,HH
"2020-07-27",8,HH
"2020-07-28",8,HH
"2020-07-29",9,HH
"2020-07-30",9,HH
"2020-07-31",9,HH
"2020-08-01",9,HH
"2020-08-02",9,HH
"2020-08-03",9,HH
"2020-08-04",10,HH
"2020-08-05",10,HH
"2020-08-06",12,HH
"2020-08-07",12,HH
"2020-08-08",10,HH
"2020-08-09",9,HH
"2020-08-10",10,HH
"2020-08-11",10,HH
"2020-08-12",10,HH
"2020-08-13",10,HH
"2020-08-14",12,HH
"2020-08-15",12,HH
"2020-08-16",10,HH
"2020-08-17",11,HH
"2020-08-18",11,HH
"2020-08-19",11,HH
"2020-08-20",10,HH
"2020-08-21",9,HH
"2020-08-22",11,HH
"2020-08-23",9,HH
"2020-08-24",11,HH
"2020-08-25",11,HH
"2020-08-26",10,HH
"2020-08-27",9,HH
"2020-08-28",8,HH
"2020-08-29",8,HH
"2020-08-30",8,HH
"2020-08-31",7,HH
"2020-09-01",7,HH
"2020-09-02",7,HH
"2020-09-03",6,HH
"2020-09-04",7,HH
"2020-09-05",8,HH
"2020-09-06",8,HH
"2020-09-07",7,HH
"2020-09-08",5,HH
"2020-09-09",7,HH
"2020-09-10",8,HH
"2020-09-11",9,HH
"2020-09-12",9,HH
"2020-09-13",10,HH
"2020-09-14",10,HH
"2020-09-15",12,HH
"2020-09-16",11,HH
"2020-09-17",10,HH
"2020-09-18",12,HH
"2020-09-19",10,HH
"2020-09-20",11,HH
"2020-09-21",13,HH
"2020-09-22",12,HH
"2020-09-23",15,HH
"2020-09-24",14,HH
"2020-09-25",14,HH
"2020-09-26",17,HH
"2020-09-27",17,HH
"2020-09-28",17,HH
"2020-09-29",17,HH
"2020-09-30",17,HH
"2020-10-01",18,HH
"2020-10-02",16,HH
"2020-10-03",12,HH
"2020-10-04",13,HH
"2020-10-05",10,HH
"2020-10-06",11,HH
"2020-10-07",12,HH
"2020-10-08",13,HH
"2020-10-09",14,HH
"2020-10-10",15,HH
"2020-10-11",15,HH
"2020-10-12",17,HH
"2020-10-13",16,HH
"2020-10-14",18,HH
"2020-10-15",18,HH
"2020-10-16",19,HH
"2020-10-17",21,HH
"2020-10-18",20,HH
"2020-10-19",19,HH
"2020-10-20",24,HH
"2020-10-21",26,HH
"2020-10-22",27,HH
"2020-10-23",29,HH
"2020-10-24",27,HH
"2020-10-25",25,HH
"2020-10-26",25,HH
"2020-10-27",34,HH
"2020-10-28",36,HH
"2020-10-29",38,HH
"2020-10-30",40,HH
"2020-10-31",42,HH
"2020-11-01",44,HH
"2020-11-02",48,HH
"2020-11-03",51,HH
"2020-11-04",43,HH
"2020-04-15",9,MV
"2020-04-16",8,MV
"2020-04-17",6,MV
"2020-04-18",7,MV
"2020-04-19",7,MV
"2020-04-20",7,MV
"2020-04-21",8,MV
"2020-04-22",9,MV
"2020-04-23",6,MV
"2020-04-24",5,MV
"2020-04-25",6,MV
"2020-04-26",8,MV
"2020-04-27",6,MV
"2020-04-28",8,MV
"2020-04-29",6,MV
"2020-04-30",7,MV
"2020-05-01",4,MV
"2020-05-02",4,MV
"2020-05-03",4,MV
"2020-05-04",4,MV
"2020-05-05",5,MV
"2020-05-06",4,MV
"2020-05-07",5,MV
"2020-05-08",4,MV
"2020-05-09",4,MV
"2020-05-10",3,MV
"2020-05-11",4,MV
"2020-05-12",4,MV
"2020-05-13",5,MV
"2020-05-14",4,MV
"2020-05-15",5,MV
"2020-05-16",5,MV
"2020-05-17",5,MV
"2020-05-18",5,MV
"2020-05-19",5,MV
"2020-05-20",6,MV
"2020-05-21",5,MV
"2020-05-22",5,MV
"2020-05-23",3,MV
"2020-05-24",2,MV
"2020-05-25",2,MV
"2020-05-26",2,MV
"2020-05-27",2,MV
"2020-05-28",2,MV
"2020-05-29",2,MV
"2020-05-30",2,MV
"2020-05-31",2,MV
"2020-06-01",2,MV
"2020-06-02",2,MV
"2020-06-03",2,MV
"2020-06-04",2,MV
"2020-06-05",2,MV
"2020-06-06",1,MV
"2020-06-07",2,MV
"2020-06-08",2,MV
"2020-06-09",3,MV
"2020-06-10",3,MV
"2020-06-11",3,MV
"2020-06-12",2,MV
"2020-06-13",3,MV
"2020-06-14",2,MV
"2020-06-15",2,MV
"2020-06-16",2,MV
"2020-06-17",2,MV
"2020-06-18",2,MV
"2020-06-19",2,MV
"2020-06-20",2,MV
"2020-06-21",2,MV
"2020-06-22",2,MV
"2020-06-23",2,MV
"2020-06-24",2,MV
"2020-06-25",2,MV
"2020-06-26",2,MV
"2020-06-27",2,MV
"2020-06-28",2,MV
"2020-06-29",2,MV
"2020-06-30",3,MV
"2020-07-01",2,MV
"2020-07-02",2,MV
"2020-07-03",2,MV
"2020-07-04",2,MV
"2020-07-05",2,MV
"2020-07-06",2,MV
"2020-07-07",1,MV
"2020-07-08",1,MV
"2020-07-09",0,MV
"2020-07-10",0,MV
"2020-07-11",0,MV
"2020-07-12",0,MV
"2020-07-13",0,MV
"2020-07-14",0,MV
"2020-07-15",0,MV
"2020-07-16",0,MV
"2020-07-17",0,MV
"2020-07-18",0,MV
"2020-07-19",0,MV
"2020-07-20",0,MV
"2020-07-21",0,MV
"2020-07-22",0,MV
"2020-07-23",3,MV
"2020-07-24",0,MV
"2020-07-25",0,MV
"2020-07-26",0,MV
"2020-07-27",1,MV
"2020-07-28",0,MV
"2020-07-29",0,MV
"2020-07-30",0,MV
"2020-07-31",0,MV
"2020-08-01",0,MV
"2020-08-02",0,MV
"2020-08-03",0,MV
"2020-08-04",2,MV
"2020-08-05",2,MV
"2020-08-06",2,MV
"2020-08-07",1,MV
"2020-08-08",0,MV
"2020-08-09",0,MV
"2020-08-10",0,MV
"2020-08-11",0,MV
"2020-08-12",0,MV
"2020-08-13",0,MV
"2020-08-14",1,MV
"2020-08-15",4,MV
"2020-08-16",3,MV
"2020-08-17",2,MV
"2020-08-18",1,MV
"2020-08-19",1,MV
"2020-08-20",1,MV
"2020-08-21",1,MV
"2020-08-22",0,MV
"2020-08-23",0,MV
"2020-08-24",0,MV
"2020-08-25",0,MV
"2020-08-26",0,MV
"2020-08-27",0,MV
"2020-08-28",1,MV
"2020-08-29",0,MV
"2020-08-30",0,MV
"2020-08-31",0,MV
"2020-09-01",0,MV
"2020-09-02",0,MV
"2020-09-03",0,MV
"2020-09-04",0,MV
"2020-09-05",0,MV
"2020-09-06",0,MV
"2020-09-07",0,MV
"2020-09-08",0,MV
"2020-09-09",0,MV
"2020-09-10",0,MV
"2020-09-11",0,MV
"2020-09-12",0,MV
"2020-09-13",0,MV
"2020-09-14",0,MV
"2020-09-15",2,MV
"2020-09-16",0,MV
"2020-09-17",1,MV
"2020-09-18",1,MV
"2020-09-19",1,MV
"2020-09-20",1,MV
"2020-09-21",1,MV
"2020-09-22",2,MV
"2020-09-23",2,MV
"2020-09-24",1,MV
"2020-09-25",1,MV
"2020-09-26",0,MV
"2020-09-27",0,MV
"2020-09-28",0,MV
"2020-09-29",0,MV
"2020-09-30",0,MV
"2020-10-01",1,MV
"2020-10-02",1,MV
"2020-10-03",4,MV
"2020-10-04",3,MV
"2020-10-05",3,MV
"2020-10-06",2,MV
"2020-10-07",2,MV
"2020-10-08",3,MV
"2020-10-09",4,MV
"2020-10-10",5,MV
"2020-10-11",5,MV
"2020-10-12",6,MV
"2020-10-13",3,MV
"2020-10-14",6,MV
"2020-10-15",6,MV
"2020-10-16",6,MV
"2020-10-17",6,MV
"2020-10-18",5,MV
"2020-10-19",5,MV
"2020-10-20",3,MV
"2020-10-21",6,MV
"2020-10-22",10,MV
"2020-10-23",12,MV
"2020-10-24",11,MV
"2020-10-25",12,MV
"2020-10-26",9,MV
"2020-10-27",11,MV
"2020-10-28",10,MV
"2020-10-29",13,MV
"2020-10-30",17,MV
"2020-10-31",15,MV
"2020-11-01",18,MV
"2020-11-02",19,MV
"2020-11-03",19,MV
"2020-11-04",19,MV
"2020-04-15",133,NI
"2020-04-16",152,NI
"2020-04-17",163,NI
"2020-04-18",176,NI
"2020-04-19",178,NI
"2020-04-20",187,NI
"2020-04-21",184,NI
"2020-04-22",174,NI
"2020-04-23",170,NI
"2020-04-24",166,NI
"2020-04-25",149,NI
"2020-04-26",155,NI
"2020-04-27",159,NI
"2020-04-28",146,NI
"2020-04-29",146,NI
"2020-04-30",140,NI
"2020-05-01",127,NI
"2020-05-02",127,NI
"2020-05-03",123,NI
"2020-05-04",115,NI
"2020-05-05",110,NI
"2020-05-06",109,NI
"2020-05-07",97,NI
"2020-05-08",96,NI
"2020-05-09",102,NI
"2020-05-10",99,NI
"2020-05-11",97,NI
"2020-05-12",90,NI
"2020-05-13",89,NI
"2020-05-14",75,NI
"2020-05-15",70,NI
"2020-05-16",72,NI
"2020-05-17",65,NI
"2020-05-18",64,NI
"2020-05-19",61,NI
"2020-05-20",55,NI
"2020-05-21",58,NI
"2020-05-22",63,NI
"2020-05-23",58,NI
"2020-05-24",48,NI
"2020-05-25",43,NI
"2020-05-26",46,NI
"2020-05-27",43,NI
"2020-05-28",37,NI
"2020-05-29",45,NI
"2020-05-30",42,NI
"2020-05-31",45,NI
"2020-06-01",44,NI
"2020-06-02",46,NI
"2020-06-03",43,NI
"2020-06-04",41,NI
"2020-06-05",40,NI
"2020-06-06",41,NI
"2020-06-07",43,NI
"2020-06-08",43,NI
"2020-06-09",43,NI
"2020-06-10",42,NI
"2020-06-11",33,NI
"2020-06-12",33,NI
"2020-06-13",36,NI
"2020-06-14",30,NI
"2020-06-15",32,NI
"2020-06-16",38,NI
"2020-06-17",36,NI
"2020-06-18",36,NI
"2020-06-19",33,NI
"2020-06-20",32,NI
"2020-06-21",28,NI
"2020-06-22",28,NI
"2020-06-23",25,NI
"2020-06-24",24,NI
"2020-06-25",26,NI
"2020-06-26",28,NI
"2020-06-27",20,NI
"2020-06-28",21,NI
"2020-06-29",23,NI
"2020-06-30",22,NI
"2020-07-01",19,NI
"2020-07-02",16,NI
"2020-07-03",17,NI
"2020-07-04",20,NI
"2020-07-05",17,NI
"2020-07-06",18,NI
"2020-07-07",21,NI
"2020-07-08",18,NI
"2020-07-09",18,NI
"2020-07-10",17,NI
"2020-07-11",14,NI
"2020-07-12",16,NI
"2020-07-13",22,NI
"2020-07-14",15,NI
"2020-07-15",16,NI
"2020-07-16",16,NI
"2020-07-17",16,NI
"2020-07-18",18,NI
"2020-07-19",15,NI
"2020-07-20",14,NI
"2020-07-21",20,NI
"2020-07-22",20,NI
"2020-07-23",16,NI
"2020-07-24",16,NI
"2020-07-25",19,NI
"2020-07-26",21,NI
"2020-07-27",16,NI
"2020-07-28",17,NI
"2020-07-29",17,NI
"2020-07-30",18,NI
"2020-07-31",22,NI
"2020-08-01",20,NI
"2020-08-02",18,NI
"2020-08-03",17,NI
"2020-08-04",16,NI
"2020-08-05",18,NI
"2020-08-06",20,NI
"2020-08-07",21,NI
"2020-08-08",20,NI
"2020-08-09",23,NI
"2020-08-10",21,NI
"2020-08-11",21,NI
"2020-08-12",21,NI
"2020-08-13",16,NI
"2020-08-14",21,NI
"2020-08-15",20,NI
"2020-08-16",18,NI
"2020-08-17",15,NI
"2020-08-18",15,NI
"2020-08-19",15,NI
"2020-08-20",15,NI
"2020-08-21",20,NI
"2020-08-22",16,NI
"2020-08-23",14,NI
"2020-08-24",15,NI
"2020-08-25",14,NI
"2020-08-26",12,NI
"2020-08-27",13,NI
"2020-08-28",10,NI
"2020-08-29",17,NI
"2020-08-30",19,NI
"2020-08-31",21,NI
"2020-09-01",20,NI
"2020-09-02",17,NI
"2020-09-03",12,NI
"2020-09-04",16,NI
"2020-09-05",16,NI
"2020-09-06",20,NI
"2020-09-07",21,NI
"2020-09-08",18,NI
"2020-09-09",14,NI
"2020-09-10",15,NI
"2020-09-11",16,NI
"2020-09-12",18,NI
"2020-09-13",16,NI
"2020-09-14",14,NI
"2020-09-15",11,NI
"2020-09-16",15,NI
"2020-09-17",17,NI
"2020-09-18",15,NI
"2020-09-19",20,NI
"2020-09-20",21,NI
"2020-09-21",18,NI
"2020-09-22",18,NI
"2020-09-23",18,NI
"2020-09-24",22,NI
"2020-09-25",22,NI
"2020-09-26",24,NI
"2020-09-27",25,NI
"2020-09-28",31,NI
"2020-09-29",29,NI
"2020-09-30",29,NI
"2020-10-01",23,NI
"2020-10-02",27,NI
"2020-10-03",31,NI
"2020-10-04",33,NI
"2020-10-05",38,NI
"2020-10-06",29,NI
"2020-10-07",30,NI
"2020-10-08",31,NI
"2020-10-09",36,NI
"2020-10-10",35,NI
"2020-10-11",34,NI
"2020-10-12",37,NI
"2020-10-13",40,NI
"2020-10-14",37,NI
"2020-10-15",44,NI
"2020-10-16",44,NI
"2020-10-17",46,NI
"2020-10-18",49,NI
"2020-10-19",50,NI
"2020-10-20",50,NI
"2020-10-21",49,NI
"2020-10-22",61,NI
"2020-10-23",66,NI
"2020-10-24",78,NI
"2020-10-25",77,NI
"2020-10-26",90,NI
"2020-10-27",98,NI
"2020-10-28",103,NI
"2020-10-29",101,NI
"2020-10-30",117,NI
"2020-10-31",124,NI
"2020-11-01",120,NI
"2020-11-02",124,NI
"2020-11-03",124,NI
"2020-11-04",136,NI
"2020-04-15",566,NW
"2020-04-16",606,NW
"2020-04-17",607,NW
"2020-04-18",594,NW
"2020-04-19",584,NW
"2020-04-20",586,NW
"2020-04-21",589,NW
"2020-04-22",547,NW
"2020-04-23",521,NW
"2020-04-24",514,NW
"2020-04-25",493,NW
"2020-04-26",495,NW
"2020-04-27",477,NW
"2020-04-28",471,NW
"2020-04-29",452,NW
"2020-04-30",433,NW
"2020-05-01",383,NW
"2020-05-02",371,NW
"2020-05-03",369,NW
"2020-05-04",371,NW
"2020-05-05",342,NW
"2020-05-06",348,NW
"2020-05-07",326,NW
"2020-05-08",318,NW
"2020-05-09",311,NW
"2020-05-10",308,NW
"2020-05-11",301,NW
"2020-05-12",276,NW
"2020-05-13",269,NW
"2020-05-14",256,NW
"2020-05-15",228,NW
"2020-05-16",205,NW
"2020-05-17",210,NW
"2020-05-18",207,NW
"2020-05-19",200,NW
"2020-05-20",181,NW
"2020-05-21",161,NW
"2020-05-22",164,NW
"2020-05-23",146,NW
"2020-05-24",148,NW
"2020-05-25",150,NW
"2020-05-26",133,NW
"2020-05-27",128,NW
"2020-05-28",123,NW
"2020-05-29",131,NW
"2020-05-30",132,NW
"2020-05-31",125,NW
"2020-06-01",120,NW
"2020-06-02",114,NW
"2020-06-03",112,NW
"2020-06-04",109,NW
"2020-06-05",99,NW
"2020-06-06",98,NW
"2020-06-07",89,NW
"2020-06-08",91,NW
"2020-06-09",84,NW
"2020-06-10",78,NW
"2020-06-11",81,NW
"2020-06-12",81,NW
"2020-06-13",78,NW
"2020-06-14",80,NW
"2020-06-15",80,NW
"2020-06-16",76,NW
"2020-06-17",78,NW
"2020-06-18",74,NW
"2020-06-19",68,NW
"2020-06-20",67,NW
"2020-06-21",63,NW
"2020-06-22",75,NW
"2020-06-23",77,NW
"2020-06-24",77,NW
"2020-06-25",73,NW
"2020-06-26",79,NW
"2020-06-27",79,NW
"2020-06-28",76,NW
"2020-06-29",77,NW
"2020-06-30",74,NW
"2020-07-01",69,NW
"2020-07-02",75,NW
"2020-07-03",81,NW
"2020-07-04",75,NW
"2020-07-05",71,NW
"2020-07-06",73,NW
"2020-07-07",69,NW
"2020-07-08",76,NW
"2020-07-09",65,NW
"2020-07-10",65,NW
"2020-07-11",60,NW
"2020-07-12",63,NW
"2020-07-13",64,NW
"2020-07-14",62,NW
"2020-07-15",60,NW
"2020-07-16",59,NW
"2020-07-17",59,NW
"2020-07-18",58,NW
"2020-07-19",61,NW
"2020-07-20",59,NW
"2020-07-21",65,NW
"2020-07-22",62,NW
"2020-07-23",56,NW
"2020-07-24",59,NW
"2020-07-25",65,NW
"2020-07-26",67,NW
"2020-07-27",62,NW
"2020-07-28",61,NW
"2020-07-29",66,NW
"2020-07-30",68,NW
"2020-07-31",67,NW
"2020-08-01",77,NW
"2020-08-02",81,NW
"2020-08-03",75,NW
"2020-08-04",74,NW
"2020-08-05",70,NW
"2020-08-06",72,NW
"2020-08-07",74,NW
"2020-08-08",72,NW
"2020-08-09",72,NW
"2020-08-10",65,NW
"2020-08-11",73,NW
"2020-08-12",78,NW
"2020-08-13",82,NW
"2020-08-14",83,NW
"2020-08-15",73,NW
"2020-08-16",74,NW
"2020-08-17",77,NW
"2020-08-18",84,NW
"2020-08-19",79,NW
"2020-08-20",77,NW
"2020-08-21",80,NW
"2020-08-22",85,NW
"2020-08-23",88,NW
"2020-08-24",85,NW
"2020-08-25",80,NW
"2020-08-26",83,NW
"2020-08-27",79,NW
"2020-08-28",74,NW
"2020-08-29",69,NW
"2020-08-30",71,NW
"2020-08-31",78,NW
"2020-09-01",77,NW
"2020-09-02",78,NW
"2020-09-03",83,NW
"2020-09-04",70,NW
"2020-09-05",69,NW
"2020-09-06",67,NW
"2020-09-07",70,NW
"2020-09-08",76,NW
"2020-09-09",78,NW
"2020-09-10",86,NW
"2020-09-11",77,NW
"2020-09-12",79,NW
"2020-09-13",70,NW
"2020-09-14",70,NW
"2020-09-15",63,NW
"2020-09-16",59,NW
"2020-09-17",59,NW
"2020-09-18",65,NW
"2020-09-19",75,NW
"2020-09-20",75,NW
"2020-09-21",82,NW
"2020-09-22",82,NW
"2020-09-23",74,NW
"2020-09-24",81,NW
"2020-09-25",78,NW
"2020-09-26",78,NW
"2020-09-27",74,NW
"2020-09-28",85,NW
"2020-09-29",83,NW
"2020-09-30",92,NW
"2020-10-01",89,NW
"2020-10-02",96,NW
"2020-10-03",104,NW
"2020-10-04",102,NW
"2020-10-05",125,NW
"2020-10-06",132,NW
"2020-10-07",137,NW
"2020-10-08",157,NW
"2020-10-09",167,NW
"2020-10-10",171,NW
"2020-10-11",168,NW
"2020-10-12",186,NW
"2020-10-13",190,NW
"2020-10-14",182,NW
"2020-10-15",191,NW
"2020-10-16",198,NW
"2020-10-17",205,NW
"2020-10-18",212,NW
"2020-10-19",234,NW
"2020-10-20",255,NW
"2020-10-21",249,NW
"2020-10-22",274,NW
"2020-10-23",289,NW
"2020-10-24",318,NW
"2020-10-25",359,NW
"2020-10-26",391,NW
"2020-10-27",422,NW
"2020-10-28",426,NW
"2020-10-29",465,NW
"2020-10-30",518,NW
"2020-10-31",568,NW
"2020-11-01",575,NW
"2020-11-02",635,NW
"2020-11-03",679,NW
"2020-11-04",718,NW
"2020-04-15",96,RP
"2020-04-16",93,RP
"2020-04-17",96,RP
"2020-04-18",117,RP
"2020-04-19",118,RP
"2020-04-20",103,RP
"2020-04-21",110,RP
"2020-04-22",104,RP
"2020-04-23",98,RP
"2020-04-24",101,RP
"2020-04-25",90,RP
"2020-04-26",92,RP
"2020-04-27",89,RP
"2020-04-28",80,RP
"2020-04-29",76,RP
"2020-04-30",74,RP
"2020-05-01",74,RP
"2020-05-02",69,RP
"2020-05-03",67,RP
"2020-05-04",58,RP
"2020-05-05",52,RP
"2020-05-06",56,RP
"2020-05-07",49,RP
"2020-05-08",47,RP
"2020-05-09",45,RP
"2020-05-10",43,RP
"2020-05-11",42,RP
"2020-05-12",41,RP
"2020-05-13",42,RP
"2020-05-14",34,RP
"2020-05-15",28,RP
"2020-05-16",30,RP
"2020-05-17",31,RP
"2020-05-18",27,RP
"2020-05-19",24,RP
"2020-05-20",24,RP
"2020-05-21",27,RP
"2020-05-22",19,RP
"2020-05-23",20,RP
"2020-05-24",19,RP
"2020-05-25",18,RP
"2020-05-26",19,RP
"2020-05-27",23,RP
"2020-05-28",22,RP
"2020-05-29",14,RP
"2020-05-30",12,RP
"2020-05-31",13,RP
"2020-06-01",17,RP
"2020-06-02",14,RP
"2020-06-03",11,RP
"2020-06-04",11,RP
"2020-06-05",12,RP
"2020-06-06",13,RP
"2020-06-07",11,RP
"2020-06-08",12,RP
"2020-06-09",11,RP
"2020-06-10",11,RP
"2020-06-11",12,RP
"2020-06-12",11,RP
"2020-06-13",9,RP
"2020-06-14",10,RP
"2020-06-15",8,RP
"2020-06-16",8,RP
"2020-06-17",7,RP
"2020-06-18",6,RP
"2020-06-19",8,RP
"2020-06-20",9,RP
"2020-06-21",7,RP
"2020-06-22",7,RP
"2020-06-23",6,RP
"2020-06-24",8,RP
"2020-06-25",8,RP
"2020-06-26",8,RP
"2020-06-27",9,RP
"2020-06-28",8,RP
"2020-06-29",9,RP
"2020-06-30",9,RP
"2020-07-01",10,RP
"2020-07-02",10,RP
"2020-07-03",9,RP
"2020-07-04",7,RP
"2020-07-05",7,RP
"2020-07-06",7,RP
"2020-07-07",7,RP
"2020-07-08",6,RP
"2020-07-09",5,RP
"2020-07-10",5,RP
"2020-07-11",5,RP
"2020-07-12",6,RP
"2020-07-13",4,RP
"2020-07-14",5,RP
"2020-07-15",5,RP
"2020-07-16",6,RP
"2020-07-17",4,RP
"2020-07-18",4,RP
"2020-07-19",6,RP
"2020-07-20",7,RP
"2020-07-21",5,RP
"2020-07-22",7,RP
"2020-07-23",7,RP
"2020-07-24",9,RP
"2020-07-25",8,RP
"2020-07-26",7,RP
"2020-07-27",9,RP
"2020-07-28",8,RP
"2020-07-29",7,RP
"2020-07-30",7,RP
"2020-07-31",5,RP
"2020-08-01",6,RP
